"filename", "language", "YAML", "Markdown", "JSON", "XML", "Python", "HTML", "Shell Script", "LaTeX", "CSS", "CSV", "JavaScript", "comment", "blank", "total"
"/home/tb/repos/magisim/CITATION.cff", "YAML", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 58
"/home/tb/repos/magisim/README.md", "Markdown", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 68
"/home/tb/repos/magisim/activate-env.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 6, 21
"/home/tb/repos/magisim/devel-env.yml", "YAML", 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 222
"/home/tb/repos/magisim/docbak/README.md", "Markdown", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 61
"/home/tb/repos/magisim/docbak/resources/banner1.svg", "XML", 0, 0, 0, 104585, 0, 0, 0, 0, 0, 0, 0, 1, 2, 104588
"/home/tb/repos/magisim/docbak/resources/epsilon.svg", "XML", 0, 0, 0, 64210, 0, 0, 0, 0, 0, 0, 0, 1, 2, 64213
"/home/tb/repos/magisim/docbak/resources/logo-docs-dark.svg", "XML", 0, 0, 0, 12210, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12213
"/home/tb/repos/magisim/docbak/resources/logo-docs-light.svg", "XML", 0, 0, 0, 12210, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12213
"/home/tb/repos/magisim/docbak/resources/logo-normal-dark-devteam.svg", "XML", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 1, 2, 73
"/home/tb/repos/magisim/docbak/resources/logo-normal-dark.svg", "XML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 2, 58
"/home/tb/repos/magisim/docbak/resources/logo-normal-light.svg", "XML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 2, 58
"/home/tb/repos/magisim/docbak/resources/magisim_logo256.svg", "XML", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 1, 2, 114
"/home/tb/repos/magisim/docs/README.md", "Markdown", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 68
"/home/tb/repos/magisim/docs/_config.yml", "YAML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/home/tb/repos/magisim/docs/resources/2.svg", "XML", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 1, 2, 116
"/home/tb/repos/magisim/docs/resources/banner1.svg", "XML", 0, 0, 0, 104585, 0, 0, 0, 0, 0, 0, 0, 1, 2, 104588
"/home/tb/repos/magisim/docs/resources/banner2.svg", "XML", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 2, 106
"/home/tb/repos/magisim/docs/resources/epsilon.svg", "XML", 0, 0, 0, 64210, 0, 0, 0, 0, 0, 0, 0, 1, 2, 64213
"/home/tb/repos/magisim/docs/resources/loadscreen.svg", "XML", 0, 0, 0, 48973, 0, 0, 0, 0, 0, 0, 0, 1, 2, 48976
"/home/tb/repos/magisim/docs/resources/loadscreenlite.svg", "XML", 0, 0, 0, 18405, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18408
"/home/tb/repos/magisim/docs/resources/logo-docs-dark.svg", "XML", 0, 0, 0, 12210, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12213
"/home/tb/repos/magisim/docs/resources/logo-docs-light.svg", "XML", 0, 0, 0, 12210, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12213
"/home/tb/repos/magisim/docs/resources/logo-normal-dark-devteam.svg", "XML", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 1, 2, 73
"/home/tb/repos/magisim/docs/resources/logo-normal-dark.svg", "XML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 1, 2, 58
